,nav,cash,SH600718_P,SZ002603_P,SH600640_P,SH600062_P,SZ300413_P,SH600126_P,SH600801_P,SH600770_P,SZ000718_P,SH600458_P,SZ002603_A,SZ000158_A,SZ002051_A,SH600525_A,SZ002583_A,SH600258_A,SZ002385_A,SH600240_A,SH600718_A,SH600183_A,SH601200_A,SZ002489_A,SZ000008_A,SH603806_A,SZ002589_A,SZ000877_A,SH603659_A,SH601020_A,SH601128_A,SZ002127_A,SZ002244_A,SZ000541_A,SH603233_A,SH600639_A,SH601179_A,SH600151_A,SZ000636_A,SH600393_A,SH600062_A,SZ300413_A,SH600126_A,SH600801_A,SH600770_A,SZ000718_A,SH600458_A,SH600006_A,SZ002266_A,SH603056_A,SH600640_A,SZ002470_A,SZ000596_A,SH601966_A,SH601003_A,SH600380_A,SZ002506_A,SH601872_A,SH600970_A,SZ002191_A,SH600545_A,SZ002368_A
2020-09-02,1850465.575080847,1420.5817626142143,47868.575187594855,108098.09239487005,46392.018625642224,20896.18772902038,18990.009801059656,58224.19161814096,6347.444964642412,83553.87873036934,11127.916810315957,34030.37538527844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-03,1844361.8160447667,3820.818517368875,47553.85119315442,104824.14507723335,45539.53256432591,20897.068514864568,18989.85719023456,58212.03059571598,6442.112376889294,85045.87446257226,11208.294712731436,34163.17347450703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-04,1843520.249626391,910.2395789489451,47555.475846730544,103178.68171153979,45965.06279502054,20593.87601297313,18989.975409673705,58212.03059571598,6536.768856367454,85344.43283680976,11205.215911932404,34843.087249215074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-07,1800145.9949501068,11601.844771552289,47555.475846730544,103178.68171153979,45540.127522405084,20745.296952530807,18989.975409673705,58222.52902031948,6442.0898231813,82658.82032366378,11147.136857126648,34710.160562652825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-08,1813592.9009686322,10525.2406074024,46610.5556983766,104822.2391286826,46392.78656663569,20744.12951460902,19749.595577313656,58672.54101439926,6442.0898231813,80569.9621032808,10982.327349488902,34298.972870372556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-09,1760093.1871235492,2078.7998682358907,45980.532276166996,108094.66940312831,46391.986260871316,20744.33358534827,20508.495611861235,58901.73466667611,6442.0898231813,80569.9621032808,10902.326127910366,34166.30284163879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-10,1724349.5972182774,12090.756714843428,45665.10851556918,109732.50869508457,46391.986260871316,20594.305389617723,20508.495611861235,56841.35747954541,6536.815364714561,83255.60744411261,10416.140059968828,33484.87873440769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-11,1748073.401773994,3294.3860979208844,46610.77881360291,109738.66741643347,47241.891067349665,20442.01502741488,19749.113936973943,59600.45791262537,6442.011977725,86537.5071578885,10171.988598703345,33889.722487339604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-14,1756235.9799946388,304.0302962187161,46924.13979002251,109732.86913050806,46817.796784579376,20745.17237697484,19749.415711377424,58900.728864576784,6442.138568490307,85642.47435849663,10455.751808229088,33889.722487339604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-15,1766259.706356954,2543.8617784079916,46293.88148525931,111377.94432961057,46817.796784579376,20592.941111913457,19749.502892366523,58912.76032132585,6442.105101482363,84448.85102248972,10661.054283719233,33483.88444995767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-16,1763112.9568814975,2596.8885091793713,46610.376332782704,111379.13363199816,45539.97444918096,20592.630736096078,19749.502892366523,59127.72163051541,6442.230968339265,84747.1438056635,10722.362405438185,33754.87333778071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-17,1759238.4371558933,3146.4288053759715,46924.94134863781,111367.47956368691,44690.32732997832,20441.522427267035,19748.94628851249,60273.60770862617,6347.318083298474,85642.3601134698,10701.759200035722,33890.66826128236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-18,1784317.9232080427,7976.760659915494,45979.54401577606,111366.54870248861,45116.138346423926,20442.708766758846,19748.94628851249,59591.623629592475,6347.314499153389,84747.30207690707,10760.133266339428,33892.84044196792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-21,1779511.7798073771,5984.0358914903145,45979.47928404513,111377.88316617448,45541.51678116766,20442.68847052431,19748.94628851249,60281.545742660936,6347.3883333593085,85045.60218437857,10577.075417773443,34028.64705853241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-22,1758997.1726473297,42.48027666287123,45664.6799206503,104815.67117255463,45540.46255418461,20441.214333624786,21269.603041735572,60505.13218910691,6442.228058067374,85940.65090661796,10597.34484730043,34028.64705853241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-23,1766653.6924198403,124.40646550624808,45350.18950199939,101548.42152380125,45540.127522405084,20593.79237025589,21269.013200825157,61893.11725490325,6442.182949189314,86537.46146003639,10617.613011337919,34028.64705853241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-24,1719420.9557510202,4375.812199940957,45350.98121240785,101548.42152380125,45539.02426294167,20442.01502741488,20509.389336254546,60506.36374950018,6536.743018682799,85940.49040722963,10740.914476566102,34845.478766731634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,1725833.8848753748,941.6008330828629,44719.51569157568,104815.42177272048,45540.65028966439,20441.157143611385,20510.162412646365,60964.736370059654,6347.39120074176,87134.10832955227,10861.600769693167,34845.478766731634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-28,1711334.4711013078,2605.477512174848,43775.805424931845,104824.99574107077,45965.19105936951,20442.876673517592,19748.977582675896,61894.2208742585,6347.444964642412,87730.91729071358,10982.810174837936,35115.32450704733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-29,1736028.1997351036,8801.869121359325,44404.589524733594,104824.99574107077,45965.19105936951,20289.997531605157,18990.549332232196,63482.08872733631,6347.40912194078,86238.93323458379,10942.657491855056,34843.45471874019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-30,1712018.451053113,131.24388676910098,43460.54116567815,104827.04250762839,46816.39830120969,20594.26635463744,18990.628867308522,63268.463670527686,6442.097098553721,87432.5594631667,10961.781967095116,35251.81713602375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,1752096.9606072311,4235.948476478678,43459.990498049025,103184.59940251969,46817.60081372335,20593.74776108451,18990.13662037194,63251.66300368902,6442.134203208681,85344.00780607815,11104.391099282635,35391.957954893325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,1800770.23612809,4312.930247001149,43461.38554981307,103182.74847728353,46391.44783539823,20744.668719401667,18990.13662037194,62795.78372313208,6631.530849245588,83852.17358283505,11166.497880354571,35117.30449734518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-13,1784452.0018768616,2582.9239014624077,44089.96543754473,103182.74847728353,46390.14742760499,20745.237910427393,18231.117212501653,63265.42523467787,6631.685880816069,84448.90359388135,11246.999481094745,35660.41641821534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-14,1790036.4721321356,717.9264503030629,44404.22277838335,103187.30665765904,46390.14742760499,20744.33358534827,18230.297981406056,63718.49893692436,6631.478424750666,84448.90359388135,11246.999481094745,35528.60262681921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-15,1778615.2138340462,11735.256557305582,44404.22277838335,103187.30665765904,46390.14742760499,20744.33358534827,17471.41811075753,61424.30997795645,6726.374113239894,85344.00780607815,11408.538524003125,34845.73037572097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-16,1773885.4617219996,1240.116673410833,45350.62791886396,103184.54274055778,47669.20480279656,20745.217314154834,17471.41811075753,62570.2638368485,6726.290552730619,85344.09129392345,11287.148561043086,34979.874120157794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-19,1755640.050571696,6358.703052071294,45350.72581893323,101546.85394781054,48094.96911624142,20745.483196453388,17470.322563484682,63257.96048852584,6726.290552730619,82061.56786103299,11286.762485949686,35253.749856601346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-20,1759448.376264502,5544.346286388936,45664.10133027141,103184.6322837803,47241.759240720785,20594.32397775558,17471.182774034278,63484.668654053625,6915.924421893622,82658.37862675301,11205.708536319886,34436.736580729965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-21,1744231.5120147567,874.6540478277398,45349.56807125827,103185.51229826151,47243.88054035127,20743.961018859718,17471.182774034278,64634.57455772002,6820.933060351355,84747.21314879057,11225.978302814989,34298.68070590801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-22,1725729.6908758853,3751.1821858947374,45349.56807125827,99910.26333692715,48095.121631168404,20744.223124541408,16711.52451635571,64634.737913163415,6820.936911900359,86835.84285286906,11310.34167605884,34707.32776402013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,1714681.7174687216,8716.318691091972,45034.31505712769,101551.45148176476,47242.331493467456,20593.09723262767,16711.52451635571,65316.87602576144,6915.722912744797,85940.69676369616,11148.371572306643,34298.02404965819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-26,1711080.9762151518,5864.883246513586,45349.631916097365,101550.51583127737,47242.789904883175,20441.65157107701,17471.1434802342,65327.78559126381,6915.890836219997,84448.50555497306,11103.616484229433,34162.24780172487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-27,1708192.440087443,2892.801967286219,45351.028034856885,101546.54415591127,48094.13030143286,20441.07043678209,17471.1434802342,65098.56529094359,6821.164160990737,86238.81052502863,11063.092336476771,34164.19066382314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-28,1695847.4716749142,6934.4321475523975,45350.96418608672,101547.44255762664,48094.46887407037,20442.23458344416,17470.563809390573,64627.97480544707,6726.271561995324,87730.76125021055,11026.386358120692,33619.10863173939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-29,1700367.866641324,2245.840683681598,45035.63805239424,101545.34837690943,48520.62831666681,20442.56853905203,17471.109603403977,64865.44557736976,6821.174946069691,88625.87063871369,11006.300233154034,33622.36005714866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,1658378.5472476366,9464.322206299652,45350.47468482148,101545.34837690943,48520.62831666681,20139.38666368943,16711.554782029154,65324.07726878925,6631.697864234422,89222.37633157354,11106.519164662142,34162.24780172487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-02,1666785.216903425,9289.918917732874,46923.783061202674,103182.93734416335,48520.62831666681,19988.60856664512,16711.062978418613,66014.42731318159,6536.918718966478,90714.37317908449,11066.174787276854,32534.012894967615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-03,1700994.8919388836,14847.579274701216,48185.58035299044,104826.4860350593,48946.241546860176,19683.83209451901,15952.164361996009,65316.87602576144,6631.442477004624,90714.65553580494,11042.830262600439,31852.984418695618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-04,1694956.8533302706,6892.255523536171,48185.6527154801,106454.48768787611,52350.60992172831,19683.83209451901,15951.805040380774,64645.945184833974,6631.606491763326,89520.98591873706,11025.827956209847,31580.188357538394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-05,1721608.040986558,2039.0510339661053,47868.7099690062,106464.49732159331,52775.468191670574,20139.495725962675,15951.776150903725,65550.06959330828,6442.067997162634,89819.59688679923,11208.994528423906,31581.282476317978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-06,1717322.9057453952,7517.141349415116,48183.64503290517,104817.13562116676,52349.72345508075,20139.170360342065,15951.776150903725,64408.10604773066,6536.777715049213,88625.99674457971,11188.725098896919,31713.201623996007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-09,1748929.5391232835,4505.6880481267635,48814.23391884218,108092.18968325235,51497.476385547576,20291.20254251645,15951.776150903725,64183.82815324942,6536.909121648291,88029.4157143134,11208.994528423906,31444.500567017934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-10,1719700.034704475,3828.0293418041283,48813.033585200756,106460.48284916666,49797.38589217934,20442.345285751588,16710.63929390406,63955.78860599244,6536.97113558614,87730.85487444575,11350.310078410932,31306.77692357807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
